R,GS,1 3_,2 3_,3 3_,4 3_,1_2,1_3,2_3,3_4
4.217507295,-266.9790932,-96.99135333,21877.94256,21270.70348,31091.81711,0,0,6.656,0
4.223176323,-263.0404091,-96.84789797,21878.42155,21277.05387,31098.67968,0,0,6.4088,0
4.228845352,-259.1307987,-96.81714931,21878.88976,21283.32347,31105.50169,0,0,6.17,0
4.234514381,-255.3159792,-96.85891722,21879.34732,21289.51366,31112.28292,0,0,5.9393,0
4.24018341,-251.6616677,-96.9330116,21879.79435,21295.62585,31119.02314,0,0,5.7164,0
4.245852439,-248.2335811,-96.99924232,21880.231,21301.66143,31125.72214,0,0,5.5013,0
4.251521467,-245.0970782,-97.01758427,21880.65737,21307.62179,31132.3797,0,0,5.2935,0
4.257190496,-242.281103,-96.96477035,21881.07341,21313.50812,31138.99578,0,0,5.0929,0
4.262859525,-239.7473475,-96.84848299,21881.47865,21319.32114,31145.57066,0,0,4.8993,0
4.268528554,-237.4502402,-96.67974738,21881.87264,21325.06157,31152.10464,0,0,4.7124,0
4.274197582,-235.3442094,-96.46958868,21882.25487,21330.73012,31158.59803,0,0,4.532,0
4.279866611,-233.3836837,-96.22903209,21882.62486,21336.32747,31165.05116,0,0,4.358,0
4.28553564,-231.5230915,-95.96910276,21882.98215,21341.85435,31171.46433,0,0,4.1901,0
4.291204669,-229.7168612,-95.70082589,21883.32623,21347.31144,31177.83785,0,0,4.0281,0
4.296873697,-227.9194211,-95.43522664,21883.65664,21352.69945,31184.17204,0,0,3.8719,0
4.302542726,-226.0860642,-95.18311679,21883.97291,21358.0191,31190.46719,0,0,3.7213,0
4.308211755,-224.1977398,-94.94897337,21884.27546,21363.27135,31196.72347,0,0,3.576,0
4.313880784,-222.2647438,-94.73002767,21884.56567,21368.45744,31202.94084,0,0,3.436,0
4.319549812,-220.298979,-94.52311431,21884.84499,21373.57864,31209.11926,0,0,3.301,0
4.325218841,-218.3123476,-94.32506791,21885.11486,21378.63622,31215.25869,0,0,3.171,0
4.33088787,-216.3167524,-94.13272308,21885.37672,21383.63144,31221.35909,0,0,3.0456,0
4.336556899,-214.3240957,-93.94291445,21885.63203,21388.56557,31227.42043,0,0,2.9248,0
4.342225927,-212.3462802,-93.75247664,21885.88221,21393.43988,31233.44266,0,0,2.8084,0
4.347894956,-210.3952083,-93.55824426,21886.12873,21398.25562,31239.42574,0,0,2.6963,0
4.353563985,-208.4821362,-93.35721981,21886.37292,21403.01404,31245.36965,0,0,2.5884,0
4.359233014,-206.6096678,-93.14865287,21886.61487,21407.71593,31251.27464,0,0,2.4844,0
4.364902043,-204.7742318,-92.93339684,21886.85378,21412.36178,31257.14113,0,0,2.3843,0
4.370571071,-202.9721235,-92.71233972,21887.08881,21416.95207,31262.96956,0,0,2.288,0
4.3762401,-201.1996384,-92.48636947,21887.31912,21421.48728,31268.76036,0,0,2.1952,0
4.381909129,-199.453072,-92.25637409,21887.5439,21425.96791,31274.51397,0,0,2.1059,0
4.387578158,-197.7287197,-92.02324156,21887.76231,21430.39442,31280.23082,0,0,2.02,0
4.393247186,-196.022877,-91.78785986,21887.97352,21434.76731,31285.91135,0,0,1.9374,0
4.398916215,-194.3318392,-91.55111697,21888.17669,21439.08705,31291.55598,0,0,1.8579,0
4.404585244,-192.6523053,-91.31380478,21888.37112,21443.35416,31297.16498,0,0,1.7814,0
4.410254273,-190.9838733,-91.07602463,21888.55697,21447.56938,31302.73739,0,0,1.7078,0
4.415923301,-189.3274086,-90.83757597,21888.73477,21451.73355,31308.27171,0,0,1.6371,0
4.42159233,-187.6837819,-90.59825697,21888.90506,21455.84751,31313.76643,0,0,1.569,0
4.427261359,-186.0538639,-90.35786582,21889.06839,21459.91209,31319.22004,0,0,1.5037,0
4.432930388,-184.4385256,-90.11620067,21889.2253,21463.92813,31324.63106,0,0,1.4408,0
4.438599416,-182.8386375,-89.8730597,21889.37632,21467.89648,31329.99796,0,0,1.3804,0
4.444268445,-181.2550705,-89.62824109,21889.522,21471.81796,31335.31926,0,0,1.3223,0
4.449937474,-179.6886954,-89.38154302,21889.66288,21475.69343,31340.59344,0,0,1.2666,0
4.455606503,-178.1401602,-89.13287302,21889.79942,21479.52368,31345.81982,0,0,1.213,0
4.461275531,-176.6091926,-88.8825909,21889.93172,21483.30931,31351.00114,0,0,1.1615,0
4.46694456,-175.0952822,-88.63117331,21890.05984,21487.0509,31356.14097,0,0,1.1121,0
4.472613589,-173.5979187,-88.3790969,21890.18378,21490.74901,31361.24294,0,0,1.0646,0
4.478282618,-172.116592,-88.12683832,21890.30359,21494.4042,31366.31063,0,0,1.0191,0
4.483951647,-170.6507916,-87.87487424,21890.41929,21498.01704,31371.34764,0,0,0.9753,0
4.489620675,-169.2000073,-87.6236813,21890.53091,21501.5881,31376.35757,0,0,0.9333,0
4.495289704,-167.7637288,-87.37373616,21890.63848,21505.11793,31381.34403,0,0,0.893,0
4.500958733,-166.3414461,-87.12551341,21890.74204,21508.60711,31386.31061,0,0,0.8544,0
4.506627762,-164.9327493,-86.87881482,21890.84156,21512.05622,31391.25915,0,0,0.8172,0
4.51229679,-163.5374724,-86.63180433,21890.93695,21515.46587,31396.18722,0,0,0.7816,0
4.517965819,-162.1554856,-86.38240139,21891.02808,21518.83669,31401.09178,0,0,0.7475,0
4.523634848,-160.7866591,-86.12852545,21891.11484,21522.1693,31405.96976,0,0,0.7148,0
4.529303877,-159.4308632,-85.86809597,21891.19709,21525.46434,31410.81812,0,0,0.6834,0
4.534972905,-158.0879682,-85.59903241,21891.27472,21528.72242,31415.63378,0,0,0.6532,0
4.540641934,-156.7578443,-85.31925421,21891.34761,21531.94418,31420.4137,0,0,0.6244,0
4.546310963,-155.4403619,-85.02668084,21891.41563,21535.13022,31425.15482,0,0,0.5967,0
4.551979992,-154.1353927,-84.71927056,21891.47867,21538.28119,31429.85411,0,0,0.5702,0
4.55764902,-152.8428995,-84.3970647,21891.53676,21541.39761,31434.51031,0,0,0.5448,0
4.563318049,-151.5629792,-84.06319904,21891.59018,21544.47992,31439.12476,0,0,0.5204,0
4.568987078,-150.2957398,-83.72106045,21891.63921,21547.52852,31443.69901,0,0,0.4971,0
4.574656107,-149.0412894,-83.37403582,21891.68413,21550.54382,31448.23463,0,0,0.4748,0
4.580325135,-147.799736,-83.02551203,21891.72524,21553.52624,31452.73317,0,0,0.4534,0
4.585994164,-146.5711875,-82.67887597,21891.76281,21556.47619,31457.19617,0,0,0.4329,0
4.591663193,-145.355752,-82.33751451,21891.79715,21559.39407,31461.62521,0,0,0.4133,0
4.597332222,-144.1535374,-82.00481454,21891.82853,21562.28031,31466.02183,0,0,0.3945,0
4.603001251,-142.9646234,-81.68402991,21891.85725,21565.13529,31470.38756,0,0,0.3765,0
4.608670279,-141.7885171,-81.37573926,21891.88349,21567.95919,31474.7231,0,0,0.3593,0
4.614339308,-140.6241958,-81.07804366,21891.90739,21570.75196,31479.02846,0,0,0.3429,0
4.620008337,-139.4706168,-80.78895075,21891.92906,21573.51353,31483.3036,0,0,0.3271,0
4.625677366,-138.3267374,-80.50646816,21891.94864,21576.24386,31487.54847,0,0,0.3121,0
4.631346394,-137.1915148,-80.22860352,21891.96625,21578.94288,31491.76304,0,0,0.2976,0
4.637015423,-136.0639063,-79.95336447,21891.982,21581.61054,31495.94726,0,0,0.2839,0
4.642684452,-134.9428692,-79.67875864,21891.99602,21584.24677,31500.1011,0,0,0.2707,0
4.648353481,-133.8273607,-79.40279368,21892.00844,21586.85152,31504.22452,0,0,0.2581,0
4.654022509,-132.7164742,-79.1236252,21892.01935,21589.42489,31508.3175,0,0,0.246,0
4.659691538,-131.610662,-78.84088679,21892.02866,21591.96856,31512.38013,0,0,0.2345,0
4.665360567,-130.5111576,-78.55506169,21892.03617,21594.4851,31516.41258,0,0,0.2235,0
4.671029596,-129.4192039,-78.26664328,21892.04166,21596.97709,31520.41503,0,0,0.213,0
4.676698624,-128.3360437,-77.97612494,21892.04492,21599.44714,31524.38764,0,0,0.2029,0
4.682367653,-127.2629199,-77.68400008,21892.04574,21601.89782,31528.33059,0,0,0.1933,0
4.688036682,-126.2010753,-77.39076207,21892.04392,21604.33173,31532.24404,0,0,0.1842,0
4.693705711,-125.1517529,-77.0969043,21892.03924,21606.75145,31536.12818,0,0,0.1754,0
4.699374739,-124.1161955,-76.80292017,21892.03149,21609.15958,31539.98317,0,0,0.167,0
4.705043768,-123.0953963,-76.50922567,21892.02053,21611.558,31543.80915,0,0,0.159,0
4.710712797,-122.0889545,-76.21580485,21892.00656,21613.94476,31547.60611,0,0,0.1514,0
4.716381826,-121.0959861,-75.92249194,21891.98991,21616.31657,31551.37397,0,0,0.1441,0
4.722050855,-120.1156065,-75.62912102,21891.97091,21618.67011,31555.11268,0,0,0.1372,0
4.727719883,-119.1469311,-75.33552619,21891.9499,21621.0021,31558.82216,0,0,0.1306,0
4.733388912,-118.1890753,-75.04154153,21891.92719,21623.30923,31562.50235,0,0,0.1242,0
4.739057941,-117.2411546,-74.74700112,21891.90313,21625.5882,31566.15316,0,0,0.1182,0
4.74472697,-116.3022845,-74.45173905,21891.87803,21627.83571,31569.77453,0,0,0.1125,0
4.750395998,-115.3715803,-74.15558943,21891.85224,21630.04846,31573.3664,0,0,0.107,0
4.756065027,-114.448346,-73.85845426,21891.82593,21632.22431,31576.92889,0,0,0.1017,0
4.761734056,-113.5324969,-73.56045598,21891.79886,21634.36482,31580.46276,0,0,0.0967,0
4.767403085,-112.6240725,-73.2617617,21891.77068,21636.47235,31583.96889,0,0,0.092,0
4.773072113,-111.7231122,-72.96253855,21891.74105,21638.54923,31587.44818,0,0,0.0874,0
4.778741142,-110.8296552,-72.66295364,21891.70962,21640.59779,31590.90152,0,0,0.0831,0
4.784410171,-109.943741,-72.36317409,21891.67604,21642.62038,31594.3298,0,0,0.079,0
4.7900792,-109.065409,-72.063367,21891.63996,21644.61932,31597.7339,0,0,0.0751,0
4.795748228,-108.1946985,-71.7636995,21891.60105,21646.59697,31601.11471,0,0,0.0713,0
4.801417257,-107.3316487,-71.46433793,21891.55896,21648.55564,31604.47313,0,0,0.0678,0
4.807086286,-106.4762809,-71.16535502,21891.51366,21650.49689,31607.80926,0,0,0.0644,0
4.812755315,-105.6285814,-70.86664172,21891.46576,21652.42072,31611.12176,0,0,0.0612,0
4.818424343,-104.7885325,-70.56806808,21891.41592,21654.32696,31614.4091,0,0,0.0581,0
4.824093372,-103.9561164,-70.26950417,21891.36481,21656.21545,31617.66975,0,0,0.0551,0
4.829762401,-103.1313154,-69.97082002,21891.31311,21658.08602,31620.9022,0,0,0.0524,0
4.83543143,-102.3141118,-69.6718857,21891.26148,21659.93851,31624.10491,0,0,0.0497,0
4.841100459,-101.5044879,-69.37257127,21891.2106,21661.77275,31627.27636,0,0,0.0472,0
4.846769487,-100.7024259,-69.07274678,21891.16113,21663.58857,31630.41504,0,0,0.0448,0
4.852438516,-99.90790648,-68.77228619,21891.11372,21665.3858,31633.51951,0,0,0.0425,0
4.858107545,-99.1208529,-68.47119152,21891.06838,21667.16445,31636.59179,0,0,0.0403,0
4.863776574,-98.34111997,-68.16961846,21891.02435,21668.92468,31639.63805,0,0,0.0382,0
4.869445602,-97.56855842,-67.8677318,21890.9808,21670.66666,31642.66465,0,0,0.0363,0
4.875114631,-96.80301897,-67.56569633,21890.93693,21672.39058,31645.67799,0,0,0.0344,0
4.88078366,-96.04435235,-67.26367682,21890.89192,21674.09662,31648.68447,0,0,0.0326,0
4.886452689,-95.29240928,-66.96183807,21890.84496,21675.78495,31651.69046,0,0,0.0309,0
4.892121717,-94.54704049,-66.66034486,21890.79524,21677.45576,31654.70237,0,0,0.0293,0
4.897790746,-93.8080967,-66.35936197,21890.74194,21679.10923,31657.72657,0,0,0.0278,0
4.903459775,-93.07543655,-66.05904914,21890.68431,21680.74554,31660.76884,0,0,0.0264,0
4.909128804,-92.34903231,-65.75949341,21890.62241,21682.36498,31663.8259,0,0,0.025,0
4.914797832,-91.62894139,-65.46072739,21890.5569,21683.96791,31666.88775,0,0,0.0237,0
4.920466861,-90.91522326,-65.16278236,21890.48846,21685.55471,31669.94419,0,0,0.0224,0
4.92613589,-90.2079374,-64.86568961,21890.41778,21687.12573,31672.98505,0,0,0.0212,0
4.931804919,-89.50714329,-64.56948042,21890.34555,21688.68134,31676.00014,0,0,0.0201,0
4.937473947,-88.81290039,-64.27418607,21890.27243,21690.22191,31678.97928,0,0,0.0191,0
4.943142976,-88.12526818,-63.97983786,21890.19912,21691.74779,31681.91228,0,0,0.018,0
4.948812005,-87.44430613,-63.68646706,21890.1263,21693.25937,31684.78896,0,0,0.0171,0
4.954481034,-86.77004665,-63.39409373,21890.05457,21694.75696,31687.60056,0,0,0.0162,0
4.960150063,-86.10231581,-63.1026523,21889.98399,21696.24055,31690.34907,0,0,0.0153,0
4.965819091,-85.44084473,-62.81203777,21889.91436,21697.70997,31693.04145,0,0,0.0145,0
4.97148812,-84.78536399,-62.52214494,21889.84546,21699.16508,31695.68468,0,0,0.0137,0
4.977157149,-84.1356042,-62.23286862,21889.7771,21700.60569,31698.28575,0,0,0.013,0
4.982826178,-83.49129596,-61.94410361,21889.70905,21702.03166,31700.85165,0,0,0.0123,0
4.988495206,-82.85216986,-61.6557447,21889.64113,21703.44282,31703.38936,0,0,0.0116,0
4.994164235,-82.21795651,-61.36768671,21889.57312,21704.83901,31705.90585,0,0,0.011,0
4.999833264,-81.58838649,-61.07982443,21889.50482,21706.22006,31708.40813,0,0,0.0104,0
5.005502293,-80.96327246,-60.79207126,21889.43604,21707.5859,31710.90184,0,0,0.0098,0
5.011171321,-80.34278555,-60.50442192,21889.3667,21708.9369,31713.38685,0,0,0.0093,0
5.01684035,-79.72719475,-60.21689332,21889.29677,21710.2735,31715.86144,0,0,0.0088,0
5.022509379,-79.11676908,-59.92950236,21889.2262,21711.59618,31718.32391,0,0,0.0083,0
5.028178408,-78.51177754,-59.64226595,21889.15493,21712.9054,31720.77252,0,0,0.0078,0
5.033847436,-77.91248913,-59.355201,21889.08292,21714.20161,31723.20557,0,0,0.0074,0
5.039516465,-77.31917286,-59.06832441,21889.01012,21715.4853,31725.62134,0,0,0.007,0
5.045185494,-76.73209775,-58.7816531,21888.93649,21716.75691,31728.01811,0,0,0.0066,0
5.050854523,-76.15153239,-58.49520408,21888.86197,21718.01691,31730.39416,0,0,0.0062,0
5.056523551,-75.57757115,-58.20904608,21888.78654,21719.26565,31732.74829,0,0,0.0059,0
5.06219258,-75.00986129,-57.92338042,21888.7102,21720.50314,31735.08054,0,0,0.0056,0
5.067861609,-74.44797944,-57.6384294,21888.63295,21721.72937,31737.39119,0,0,0.0053,0
5.073530638,-73.89150219,-57.35441531,21888.5548,21722.9443,31739.68049,0,0,0.005,0
5.079199667,-73.34000614,-57.07156044,21888.47576,21724.14791,31741.94872,0,0,0.0047,0
5.084868695,-72.7930679,-56.79008709,21888.39583,21725.34018,31744.19612,0,0,0.0044,0
5.090537724,-72.25026406,-56.51021756,21888.31502,21726.52108,31746.42298,0,0,0.0042,0
5.096206753,-71.71117124,-56.23217413,21888.23334,21727.69059,31748.62955,0,0,0.0039,0
5.101875782,-71.17537041,-55.95617568,21888.1508,21728.84867,31750.8161,0,0,0.0037,0
5.10754481,-70.64270961,-55.68223166,21888.06747,21729.99532,31752.98341,0,0,0.0035,0
5.113213839,-70.11345357,-55.41002482,21887.98356,21731.13055,31755.13306,0,0,0.0033,0
5.118882868,-69.58790319,-55.13920958,21887.89928,21732.25434,31757.26669,0,0,0.0031,0
5.124551897,-69.06635936,-54.86944031,21887.81483,21733.36671,31759.38596,0,0,0.0029,0
5.130220925,-68.54912297,-54.60037142,21887.73043,21734.46766,31761.49249,0,0,0.0028,0
5.135889954,-68.03649491,-54.33165731,21887.64628,21735.55719,31763.58794,0,0,0.0026,0
5.141558983,-67.52877608,-54.06295237,21887.5626,21736.63532,31765.67395,0,0,0.0025,0
5.147228012,-67.02626736,-53.79391101,21887.47958,21737.70203,31767.75217,0,0,0.0023,0
5.15289704,-66.52925825,-53.52420453,21887.39744,21738.75735,31769.82414,0,0,0.0022,0
5.158566069,-66.03778903,-53.25387387,21887.31613,21739.80147,31771.88949,0,0,0.0021,0
5.164235098,-65.55165787,-52.98331913,21887.23541,21740.83474,31773.94596,0,0,0.0019,0
5.169904127,-65.07065294,-52.71295522,21887.15502,21741.85756,31775.99121,0,0,0.0018,0
5.175573155,-64.59456241,-52.44319704,21887.0747,21742.87028,31778.02288,0,0,0.0017,0
5.181242184,-64.12317446,-52.17445949,21886.99418,21743.87329,31780.03865,0,0,0.0016,0
5.186911213,-63.65627726,-51.9071575,21886.9132,21744.86695,31782.03616,0,0,0.0015,0
5.192580242,-63.19365897,-51.64170596,21886.83151,21745.85164,31784.01309,0,0,0.0014,0
5.198249271,-62.73510777,-51.37851978,21886.74883,21746.82774,31785.96708,0,0,0.0014,0
5.203918299,-62.28042277,-51.11796972,21886.66495,21747.79559,31787.89602,0,0,0.0013,0
5.209587328,-61.82951943,-50.85995648,21886.57992,21748.75518,31789.80012,0,0,0.0012,0
5.215256357,-61.3823835,-50.60409674,21886.494,21749.70633,31791.68102,0,0,0.0011,0
5.220925386,-60.93900173,-50.35000326,21886.40744,21750.64883,31793.54038,0,0,0.0011,0
5.226594414,-60.49936086,-50.09728879,21886.3205,21751.58248,31795.37984,0,0,0.001,0
5.232263443,-60.06344763,-49.8455661,21886.23343,21752.50709,31797.20106,0,0,0.0009,0
5.237932472,-59.63124878,-49.59444793,21886.14648,21753.42244,31799.00569,0,0,0.0009,0
5.243601501,-59.20275104,-49.34354705,21886.05992,21754.32835,31800.79539,0,0,0.0008,0
5.249270529,-58.77794116,-49.0924762,21885.97398,21755.2246,31802.57181,0,0,0.0008,0
5.254939558,-58.35681613,-48.84093441,21885.88889,21756.11105,31804.33657,0,0,0.0007,0
5.260608587,-57.93943351,-48.58913017,21885.80456,21756.98783,31806.09117,0,0,0.0007,0
5.266277616,-57.52587302,-48.33745838,21885.72081,21757.85518,31807.83702,0,0,0.0007,0
5.271946644,-57.11621443,-48.0863142,21885.63748,21758.71334,31809.57555,0,0,0.0006,0
5.277615673,-56.71053749,-47.8360928,21885.55438,21759.56256,31811.3082,0,0,0.0006,0
5.283284702,-56.30892195,-47.58718933,21885.47133,21760.40306,31813.03638,0,0,0.0005,0
5.288953731,-55.91144756,-47.33999897,21885.38816,21761.23509,31814.76153,0,0,0.0005,0
5.294622759,-55.51819409,-47.09491687,21885.30469,21762.05888,31816.48506,0,0,0.0005,0
5.300291788,-55.12924128,-46.85233819,21885.22074,21762.87469,31818.20842,0,0,0.0004,0
5.305960817,-54.74459505,-46.61249413,21885.13618,21763.68273,31819.93218,0,0,0.0004,0
5.311629846,-54.3640082,-46.37505374,21885.05105,21764.48318,31821.65402,0,0,0.0004,0
5.317298875,-53.9871793,-46.13956567,21884.96541,21765.27621,31823.371,0,0,0.0004,0
5.322967903,-53.61380691,-45.90557854,21884.87933,21766.06199,31825.08019,0,0,0.0003,0
5.328636932,-53.24358962,-45.67264102,21884.79289,21766.84068,31826.77865,0,0,0.0003,0
5.334305961,-52.87622598,-45.44030174,21884.70614,21767.61247,31828.46345,0,0,0.0003,0
5.33997499,-52.51141458,-45.20810934,21884.61916,21768.3775,31830.13164,0,0,0.0003,0
5.345644018,-52.14885398,-44.97561246,21884.53202,21769.13596,31831.78029,0,0,0.0003,0
5.351313047,-51.78824417,-44.74236168,21884.44478,21769.88801,31833.40646,0,0,0.0003,0
5.356982076,-51.42949068,-44.50818899,21884.35753,21770.63371,31835.00776,0,0,0.0002,0
5.362651105,-51.07291906,-44.27350134,21884.27035,21771.37292,31836.58292,0,0,0.0002,0
5.368320133,-50.71890616,-44.03877594,21884.18335,21772.10546,31838.13077,0,0,0.0002,0
5.373989162,-50.36782879,-43.80448994,21884.09662,21772.83115,31839.65019,0,0,0.0002,0
5.379658191,-50.02006379,-43.57112052,21884.01026,21773.54983,31841.14002,0,0,0.0002,0
5.38532722,-49.67598799,-43.33914487,21883.92437,21774.2613,31842.59911,0,0,0.0002,0
5.390996248,-49.33597823,-43.10904016,21883.83904,21774.96542,31844.02632,0,0,0.0002,0
5.396665277,-49.00041133,-42.88128357,21883.75437,21775.66198,31845.4205,0,0,0.0002,0
5.402334306,-48.66965448,-42.65634281,21883.67045,21776.35084,31846.7806,0,0,0.0001,0
5.408003335,-48.34372456,-42.43434192,21883.58714,21777.03203,31848.10889,0,0,0.0001,0
5.413672363,-48.02219726,-42.21497212,21883.50399,21777.70588,31849.41181,0,0,0.0001,0
5.419341392,-47.70462015,-41.99789702,21883.42055,21778.37274,31850.6961,0,0,0.0001,0
5.425010421,-47.3905408,-41.78278024,21883.33634,21779.03296,31851.96847,0,0,0.0001,0
5.43067945,-47.07950675,-41.56928538,21883.25091,21779.68686,31853.23564,0,0,0.0001,0
5.436348479,-46.77106557,-41.35707606,21883.1638,21780.33481,31854.50434,0,0,0.0001,0
5.442017507,-46.46476483,-41.14581588,21883.07454,21780.97714,31855.78128,0,0,0.0001,0
5.447686536,-46.16015208,-40.93516848,21882.98268,21781.61419,31857.07319,0,0,0.0001,0
5.453355565,-45.85680122,-40.72481971,21882.88781,21782.2463,31858.38637,0,0,0.0001,0
5.459024594,-45.55469294,-40.51479959,21882.79052,21782.87356,31859.72077,0,0,0.0001,0
5.464693622,-45.25412785,-40.3054087,21882.69216,21783.49589,31861.0713,0,0,0.0001,0
5.470362651,-44.95541519,-40.09695494,21882.59411,21784.1132,31862.43275,0,0,0.0001,0
5.47603168,-44.65886418,-39.88974619,21882.49774,21784.72541,31863.79993,0,0,0.0001,0
5.481700709,-44.36478405,-39.68409034,21882.40442,21785.33243,31865.16761,0,0,0.0001,0
5.487369737,-44.07348404,-39.4802953,21882.31554,21785.93418,31866.53059,0,0,0.0001,0
5.493038766,-43.78527337,-39.27866893,21882.23246,21786.53056,31867.88365,0,0,0,0
5.498707795,-43.50046129,-39.07951915,21882.15656,21787.1215,31869.2216,0,0,0,0
5.504376824,-43.21931638,-38.88310454,21882.08895,21787.7069,31870.5397,0,0,0,0
5.510045852,-42.9417785,-38.68928491,21882.02866,21788.28675,31871.83723,0,0,0,0
5.515714881,-42.66762822,-38.49772684,21881.97367,21788.86104,31873.1154,0,0,0,0
5.52138391,-42.39664506,-38.30809563,21881.92199,21789.42976,31874.37542,0,0,0,0
5.527052939,-42.12860856,-38.12005659,21881.87159,21789.99292,31875.61852,0,0,0,0
5.532721967,-41.86329823,-37.93327502,21881.82048,21790.55052,31876.8459,0,0,0,0
5.538390996,-41.60049361,-37.74741624,21881.76663,21791.10256,31878.05878,0,0,0,0
5.544060025,-41.33997421,-37.56214556,21881.70806,21791.64902,31879.25839,0,0,0,0
5.549729054,-41.08151956,-37.37712828,21881.64274,21792.18992,31880.44593,0,0,0,0
5.555398083,-40.82494279,-37.19209194,21881.56915,21792.72525,31881.62251,0,0,0,0
5.561067111,-40.57021212,-37.00705144,21881.48801,21793.25511,31882.78862,0,0,0,0
5.56673614,-40.31734056,-36.82210457,21881.40066,21793.77957,31883.94461,0,0,0,0
5.572405169,-40.06634107,-36.6373491,21881.30848,21794.29875,31885.09083,0,0,0,0
5.578074198,-39.81722667,-36.45288285,21881.21281,21794.81272,31886.22761,0,0,0,0
5.583743226,-39.57001032,-36.26880358,21881.11501,21795.32158,31887.35529,0,0,0,0
5.589412255,-39.32470503,-36.08520911,21881.01645,21795.82543,31888.47422,0,0,0,0
5.595081284,-39.08132378,-35.90219721,21880.91847,21796.32436,31889.58474,0,0,0,0
5.600750313,-38.83987961,-35.7198657,21880.82244,21796.81846,31890.68719,0,0,0,0
5.606419341,-38.60042298,-35.53832046,21880.72929,21797.30785,31891.78177,0,0,0,0
5.61208837,-38.36310547,-35.35768923,21880.63882,21797.7927,31892.86831,0,0,0,0
5.617757399,-38.1280956,-35.17810342,21880.55066,21798.27318,31893.94656,0,0,0,0
5.623426428,-37.8955619,-34.99969443,21880.46443,21798.74949,31895.01629,0,0,0,0
5.629095456,-37.66567288,-34.82259367,21880.37973,21799.22181,31896.07726,0,0,0,0
5.634764485,-37.43859706,-34.64693255,21880.29618,21799.6903,31897.12923,0,0,0,0
5.640433514,-37.21450297,-34.47284247,21880.21341,21800.15516,31898.17195,0,0,0,0
5.646102543,-36.99355912,-34.30045483,21880.13102,21800.61657,31899.2052,0,0,0,0
5.651771571,-36.77593161,-34.12990003,21880.04864,21801.0747,31900.22874,0,0,0,0
5.6574406,-36.56161659,-33.96123808,21879.96601,21801.52965,31901.24293,0,0,0,0
5.663109629,-36.35033173,-33.79441359,21879.8831,21801.98134,31902.24906,0,0,0,0
5.668778658,-36.14176883,-33.62936048,21879.79989,21802.42972,31903.24855,0,0,0,0
5.674447687,-35.93561972,-33.46601267,21879.71637,21802.87471,31904.24278,0,0,0,0
5.680116715,-35.73157624,-33.30430408,21879.63251,21803.31622,31905.23315,0,0,0,0
5.685785744,-35.5293302,-33.14416862,21879.5483,21803.7542,31906.22106,0,0,0,0
5.691454773,-35.32857344,-32.98554023,21879.46372,21804.18855,31907.20792,0,0,0,0
5.697123802,-35.12899777,-32.82835281,21879.37876,21804.61922,31908.1951,0,0,0,0
5.70279283,-34.93030367,-32.67254058,21879.2934,21805.04613,31909.1839,0,0,0,0
5.708461859,-34.73239747,-32.51804451,21879.20766,21805.4692,31910.17255,0,0,0,0
5.714130888,-34.53539531,-32.36481247,21879.12162,21805.88836,31911.15625,0,0,0,0
5.719799917,-34.33942281,-32.21279266,21879.03533,21806.30354,31912.13004,0,0,0,0
5.725468945,-34.14460555,-32.06193327,21878.94888,21806.71466,31913.08896,0,0,0,0
5.731137974,-33.95106915,-31.91218248,21878.86231,21807.12165,31914.02806,0,0,0,0
5.736807003,-33.7589392,-31.76348849,21878.77572,21807.52445,31914.94239,0,0,0,0
5.742476032,-33.56834131,-31.61579948,21878.68915,21807.92297,31915.82698,0,0,0,0
5.74814506,-33.37940108,-31.46906364,21878.60268,21808.31715,31916.67688,0,0,0,0
5.753814089,-33.19223748,-31.32322676,21878.51638,21808.70692,31917.48833,0,0,0,0
5.759483118,-33.00689426,-31.17820721,21878.43022,21809.09236,31918.27104,0,0,0,0
5.765152147,-32.82336739,-31.03390599,21878.34415,21809.47366,31919.0433,0,0,0,0
5.770821175,-32.64165209,-30.89022383,21878.25811,21809.85098,31919.82352,0,0,0,0
5.776490204,-32.46174359,-30.74706143,21878.17203,21810.2245,31920.63011,0,0,0,0
5.782159233,-32.28363709,-30.60431953,21878.08585,21810.5944,31921.48151,0,0,0,0
5.787828262,-32.10732782,-30.46189884,21877.99952,21810.96085,31922.39612,0,0,0,0
5.793497291,-31.93281099,-30.31970008,21877.91297,21811.32402,31923.39237,0,0,0,0
5.799166319,-31.76008183,-30.17762396,21877.82614,21811.6841,31924.48866,0,0,0,0
5.804835348,-31.58912503,-30.03560848,21877.73899,21812.04124,31925.69863,0,0,0,0
5.810504377,-31.41985953,-29.89382463,21877.65164,21812.39559,31927.00594,0,0,0,0
5.816173406,-31.25217893,-29.75253326,21877.56426,21812.74725,31928.38271,0,0,0,0
5.821842434,-31.08597674,-29.61199544,21877.47703,21813.09635,31929.80101,0,0,0,0
5.827511463,-30.9211465,-29.47247222,21877.3901,21813.44299,31931.23293,0,0,0,0
5.833180492,-30.75758173,-29.33422465,21877.30367,21813.7873,31932.65056,0,0,0,0
5.838849521,-30.59517596,-29.1975138,21877.21789,21814.12939,31934.02597,0,0,0,0
5.844518549,-30.43382271,-29.06260072,21877.13295,21814.46938,31935.33126,0,0,0,0
5.850187578,-30.27341553,-28.92974646,21877.04901,21814.80737,31936.53851,0,0,0,0
