R,GS,1 3_,2 3_,3 3_,4 3_,1_2,1_3,2_3,3_4
1.4,34587.85712,66251.45809,37595.69028,72907.62624,53688.17802,0.5784,2082.9819,0,0
1.405669029,33349.85954,64675.62615,36594.62023,71621.01187,52611.60486,0.7142,2170.5447,0,0
1.411338058,32138.04335,63129.19313,35615.39543,70363.58405,51563.47804,0.8793,2258.1569,0,0
1.417007086,30952.01551,61611.67372,34657.73798,69134.8703,50543.26389,1.0796,2345.5335,0,0
1.422676115,29791.38292,60122.5826,33721.36997,67934.3981,49550.42871,1.3216,2432.3792,0,0
1.428345144,28655.75254,58661.43446,32806.01351,66761.69495,48584.43882,1.6134,2518.3905,0,0
1.434014173,27544.73128,57227.74399,31911.39068,65616.28837,47644.76052,1.9638,2603.2567,0,0
1.439683201,26457.92609,55821.02587,31037.22359,64497.70583,46730.86012,2.3836,2686.662,0,0
1.44535223,25394.94389,54440.79479,30183.23433,63405.47486,45842.20394,2.8849,2768.2877,0,0
1.451021259,24355.39162,53086.56544,29349.145,62339.12293,44978.25828,3.4816,2847.8135,0,0
1.456690288,23338.87621,51757.8525,28534.67769,61298.17756,44138.48946,4.1898,2924.9201,0,0
1.462359316,22345.00459,50454.17067,27739.5545,60282.16624,43322.36379,5.0277,2999.291,0,0
1.468028345,21373.38369,49175.03462,26963.49752,59290.61647,42529.34757,6.0159,3070.6147,0,0
1.473697374,20423.62045,47919.95906,26206.22886,58323.05575,41758.90712,7.1778,3138.5871,0,0
1.479366403,19495.32179,46688.45866,25467.4706,57379.01157,41010.50875,8.5396,3202.9133,0,0
1.485035431,18588.09466,45480.04811,24746.94485,56458.01145,40283.61877,10.1309,3263.3099,0,0
1.49070446,17701.54598,44294.2421,24044.3737,55559.58288,39577.70348,11.9844,3319.5069,0,0
1.496373489,16835.28269,43130.55531,23359.47924,54683.25335,38892.22921,14.1366,3371.2502,0,0
1.502042518,15988.9121,41988.50489,22691.98324,53828.55306,38226.66276,16.6277,3418.3027,0,0
1.507711546,15162.06102,40867.73009,22041.59059,52995.14635,37580.49594,19.502,3460.4469,0,0
1.513380575,14354.38434,39768.04635,21407.9819,52182.8911,36953.25664,22.8079,3497.486,0,0
1.519049604,13565.53915,38689.28283,20790.83586,51391.66026,36344.47554,26.598,3529.246,0,0
1.524718633,12795.18251,37631.26867,20189.83117,50621.32677,35753.68334,30.9296,3555.5763,0,0
1.530387662,12042.97153,36593.83303,19604.64652,49871.76359,35180.41071,35.8639,3576.3516,0,0
1.53605669,11308.56328,35576.80508,19034.96063,49142.84365,34624.18835,41.4668,3591.4726,0,0
1.541725719,10591.61483,34580.01395,18480.45218,48434.43992,34084.54695,47.8083,3600.8666,0,0
1.547394748,9891.783285,33603.28882,17940.79988,47746.42534,33561.01719,54.9624,3604.4885,0,0
1.553063777,9208.726728,32646.46304,17415.68552,47078.65756,33053.12949,63.0067,3602.3208,0,0
1.558732805,8542.122731,31709.45037,16904.85028,46430.70107,32560.40895,72.0224,3594.374,0,0
1.564401834,7891.666377,30792.23698,16408.08875,45801.85655,32082.37591,82.0932,3580.6864,0,0
1.570070863,7257.053375,29894.81157,15925.19743,45191.41531,31618.55051,93.3054,3561.3236,0,0
1.575739892,6637.979435,29017.16289,15455.97283,44598.66863,31168.45292,105.7463,3536.3783,0,0
1.58140892,6034.140266,28159.27966,15000.21145,44022.9078,30731.6033,119.5042,3505.9696,0,0
1.587077949,5445.231577,27321.15061,14557.7098,43463.42411,30307.5218,134.6668,3470.2415,0,0
1.592746978,4870.949077,26502.76446,14128.26436,42919.50884,29895.72859,151.3203,3429.3624,0,0
1.598416007,4310.988476,25704.10995,13711.67165,42390.45329,29495.74383,169.5483,3383.5236,0,0
1.604085035,3765.049267,24925.15023,13307.72807,41875.58094,29107.0883,189.43,3332.9375,0,0
1.609754064,3232.867318,24165.60272,12916.22916,41374.52484,28729.28889,211.0394,3277.8363,0,0
1.615423093,2714.198792,23425.04773,12536.96993,40887.09076,28361.87589,234.4432,3218.4702,0,0
1.621092122,2208.800077,22703.06407,12169.74542,40413.08633,28004.37961,259.6995,3155.1052,0,0
1.62676115,1716.427556,21999.23055,11814.35065,39952.31921,27656.33037,286.8559,3088.0217,0,0
1.632430179,1236.837615,21313.12597,11470.58064,39504.59703,27317.25849,315.9483,3017.5118,0,0
1.638099208,769.7866388,20644.32916,11138.23043,39069.72745,26986.69429,346.9984,2943.8776,0,0
1.643768237,315.0310126,19992.41892,10817.09503,38647.5181,26664.16809,380.0129,2867.4288,0,0
1.649437266,-127.6728786,19356.97406,10506.96947,38237.77662,26349.21021,414.9813,2788.4809,0,0
1.655106294,-558.5665941,18737.57655,10207.66812,37840.20012,26041.42223,451.8748,2707.3528,0,0
1.660775323,-977.8806008,18133.82538,9919.109687,37453.88908,25740.79028,490.6446,2624.3645,0,0
1.666444352,-1385.84164,17545.32525,9641.247938,37077.74364,25447.42964,531.221,2539.8355,0,0
1.672113381,-1782.676452,16971.68088,9374.036663,36710.66377,25161.45569,573.5125,2454.0826,0,0
1.677782409,-2168.611774,16412.49697,9117.429651,36351.54948,24882.98381,617.4046,2367.4176,0,0
1.683451438,-2543.874346,15867.37823,8871.380692,35999.30074,24612.12936,662.7598,2280.1463,0,0
1.689120467,-2908.690907,15335.92938,8635.843574,35652.81755,24349.00773,709.4173,2192.5661,0,0
1.694789496,-3263.288196,14817.75513,8410.772087,35310.99989,24093.73428,757.1934,2104.9647,0,0
1.700458524,-3607.892948,14312.46018,8196.120017,34972.74782,23846.42437,805.8815,2017.6185,0,0
1.706127553,-3942.722858,13819.62705,7991.83395,34637.14344,23607.13028,855.2535,1930.7918,0,0
1.711796582,-4267.967212,13338.76859,7797.837847,34303.84096,23375.70608,905.0612,1844.7349,0,0
1.717465611,-4583.809728,12869.384,7614.05123,33972.6067,23151.967,955.0373,1759.6837,0,0
1.723134639,-4890.434124,12410.97246,7440.393624,33643.20697,22935.72827,1004.8983,1675.8587,0,0
1.728803668,-5188.024118,11963.03317,7276.784555,33315.4081,22726.80511,1054.3462,1593.4642,0,0
1.734472697,-5476.763428,11525.06531,7123.143545,32988.9764,22525.01276,1103.0716,1512.688,0,0
1.740141726,-5756.835771,11096.56807,6979.390121,32663.67819,22330.16645,1150.7567,1433.7009,0,0
1.745810754,-6028.424865,10677.04065,6845.443807,32339.2798,22142.0814,1197.0786,1356.6565,0,0
1.751479783,-6291.71431,10265.98373,6721.223089,32015.55204,21960.57261,1241.7129,1281.691,0,0
1.757148812,-6546.874782,9863.059868,6606.533606,31692.75456,21785.43027,1284.3371,1208.9238,0,0
1.762817841,-6794.052606,9468.236685,6500.968358,31372.06814,21616.39778,1324.6351,1138.4571,0,0
1.76848687,-7033.391411,9081.515573,6404.096798,31054.77558,21453.21337,1362.3002,1070.3764,0,0
1.774155898,-7265.034827,8702.897925,6315.488381,30742.15964,21295.61528,1397.0397,1004.7512,0,0
1.779824927,-7489.126482,8332.385133,6234.712561,30435.50311,21143.34173,1428.5781,941.6352,0,0
1.785493956,-7705.810006,7969.978588,6161.338793,30136.08875,20996.13096,1456.6614,881.067,0,0
1.791162985,-7915.229028,7615.679684,6094.936531,29845.19935,20853.72118,1481.0598,823.0711,0,0
1.796832013,-8117.527176,7269.489813,6035.07523,29564.11769,20715.85065,1501.5711,767.6582,0,0
1.802501042,-8312.848312,6931.408447,5981.32848,29294.07601,20582.26528,1518.0238,714.8263,0,0
1.808170071,-8501.343434,6601.375815,5933.397533,29034.74735,20452.94863,1530.2789,664.5618,0,0
1.8138391,-8683.171865,6279.263068,5891.132501,28783.98665,20328.16133,1538.2324,616.8397,0,0
1.819508128,-8858.493397,5964.937454,5854.391898,28539.54617,20208.17968,1541.8165,571.6252,0,0
1.825177157,-9027.467823,5658.26622,5823.034243,28299.17817,20093.27995,1541.0004,528.8744,0,0
1.830846186,-9190.254936,5359.116617,5796.918051,28060.63489,19983.73843,1535.7912,488.5353,0,0
1.836515215,-9347.014529,5067.355891,5775.90184,27821.6686,19879.83141,1526.2334,450.5483,0,0
1.842184243,-9497.906393,4782.851292,5759.844127,27580.03156,19781.83517,1512.4083,414.848,0,0
1.847853272,-9643.090322,4505.470067,5748.603428,27333.47601,19690.02599,1494.4333,381.3632,0,0
1.853522301,-9782.723407,4235.089949,5742.027843,27079.92063,19604.65793,1472.4595,350.0182,0,0
1.85919133,-9916.925542,3971.733032,5739.822035,26819.57539,19525.67892,1446.6702,320.7337,0,0
1.864860358,-10045.78955,3715.52646,5741.586284,26554.31771,19452.81412,1417.278,293.4275,0,0
1.870529387,-10169.40766,3466.599753,5746.918514,26286.06266,19385.78365,1384.5222,268.015,0,0
1.876198416,-10287.87207,3225.082431,5755.416647,26016.72532,19324.30766,1348.6652,244.4103,0,0
1.881867445,-10401.275,2991.104012,5766.678607,25748.22077,19268.10625,1309.9892,222.5267,0,0
1.887536474,-10509.70866,2764.794017,5780.302315,25482.4641,19216.89958,1268.7926,202.2771,0,0
1.893205502,-10613.26528,2546.281964,5795.885695,25221.37037,19170.40775,1225.386,183.575,0,0
1.898874531,-10712.03706,2335.697373,5813.02667,24966.85469,19128.3509,1180.0884,166.3346,0,0
1.90454356,-10806.11745,2133.134649,5831.364158,24720.6176,19090.46911,1133.2234,150.4713,0,0
1.910212589,-10895.60903,1938.42991,5850.838631,24482.78169,19056.64915,1085.1152,135.9023,0,0
1.915881617,-10980.61842,1751.30398,5871.525162,24252.76524,19026.84327,1036.0854,122.5469,0,0
1.921550646,-11061.25227,1571.477154,5893.499449,24029.98324,19001.00404,986.4488,110.3265,0,0
1.927219675,-11137.61723,1398.669724,5916.837187,23813.85067,18979.08401,936.5111,99.1652,0,0
1.932888704,-11209.81995,1232.601982,5941.614073,23603.78254,18961.03575,886.5652,88.99,0,0
1.938557732,-11277.96708,1072.994222,5967.905805,23399.19385,18946.81182,836.8888,79.7306,0,0
1.944226761,-11342.16526,919.5667358,5995.788078,23199.4996,18936.36477,787.7423,71.32,0,0
1.94989579,-11402.52115,772.0398169,6025.33659,23004.11477,18929.64717,739.3668,63.6941,0,0
1.955564819,-11459.13586,630.1499473,6056.607158,22812.53065,18926.57807,691.9825,56.7923,0,0
1.961233847,-11512.08712,493.7020388,6089.571579,22624.56098,18926.93499,645.7874,50.5571,0,0
1.966902876,-11561.44647,362.5190806,6124.179454,22440.10466,18930.45799,600.957,44.9342,0,0
1.972571905,-11607.28545,236.4240615,6160.380383,22259.06062,18936.88717,557.6434,39.8725,0,0
1.978240934,-11649.67563,115.2399707,6198.123968,22081.32775,18945.96263,515.9756,35.3242,0,0.0002
1.983909962,-11688.68853,-1.210202719,6237.359807,21906.80498,18957.42445,476.0592,31.2445,0,0.0007
1.989578991,-11724.39571,-113.1034698,6278.037503,21735.39122,18971.01272,437.9779,27.5916,0,0.0026
1.99524802,-11756.86871,-220.6168415,6320.106655,21566.98538,18986.46753,401.7934,24.3266,0,0.0089
2.000917049,-11786.17909,-323.9272987,6363.51709,21401.48676,19003.52909,367.5469,21.4136,0,0.0285
2.006586078,-11812.39951,-423.2008385,6408.301481,21238.93527,19021.98326,335.2602,18.8191,0,0.0851
2.012255106,-11835.60545,-518.5761546,6454.698443,21079.72036,19041.72932,304.9374,16.5124,0,0.2354
2.017924135,-11855.87282,-610.1877698,6502.978046,20924.28489,19062.68386,276.5659,14.4652,0,0.6042
2.023593164,-11873.27751,-698.170207,6553.410363,20773.07169,19084.76351,250.1186,12.6514,0,1.4386
2.029262193,-11887.89543,-782.657989,6606.265464,20626.52363,19107.88486,225.5551,11.0473,0,3.1778
2.034931221,-11899.80247,-863.7856388,6661.813422,20485.08355,19131.96453,202.8237,9.6311,0,6.5125
2.04060025,-11909.07454,-941.6876791,6720.324308,20349.1943,19156.91912,181.8629,8.383,0,12.3827
2.046269279,-11915.78753,-1016.498633,6782.068194,20219.29872,19182.66525,162.6031,7.2849,0,21.8434
2.051938308,-11920.0172,-1088.352548,6847.310317,20095.83079,19209.12459,144.9683,0,859.4977,35.7492
2.057607336,-11921.83032,-1157.356683,6916.042985,19978.72284,19236.50615,128.8773,0,870.1036,54.2814
2.063276365,-11921.28008,-1223.577708,6987.845038,19867.14732,19265.45409,114.2455,0,880.7249,76.4673
2.068945394,-11918.41855,-1287.078912,7062.260843,19760.21331,19296.64888,100.986,0,891.3588,99.94
2.074614423,-11913.29778,-1347.923582,7138.83477,19657.02988,19330.77099,89.0108,0,902.0029,121.1834
2.080283451,-11905.96985,-1406.175006,7217.111187,19556.70612,19368.50088,78.2319,0,912.6543,136.3284
2.08595248,-11896.48681,-1461.896472,7296.634462,19458.35111,19410.51903,68.5621,0,923.3103,142.2884
2.091621509,-11884.90073,-1515.151266,7376.948962,19361.07393,19457.5059,59.9161,0,933.9683,137.7818
2.097290538,-11871.26367,-1566.002678,7457.599057,19263.98366,19510.14196,52.211,0,944.6254,123.781
2.102959566,-11855.6276,-1614.51372,7538.144598,19166.22051,19569.0741,45.367,0,955.2788,103.1706
2.108628595,-11838.04265,-1660.741704,7618.467204,19067.57169,19634.2515,39.3077,0,965.9256,79.7806
2.114297624,-11818.55719,-1704.73856,7698.752264,18968.43519,19704.96467,33.9606,0,976.5629,57.2372
2.119966653,-11797.21952,-1746.556005,7779.19705,18869.23288,19780.47834,29.2571,0,987.1879,38.0977
2.125635682,-11774.07797,-1786.245758,7859.998832,18770.38666,19860.05725,25.1332,0,997.7976,23.5266
2.13130471,-11749.18082,-1823.859539,7941.354881,18672.31841,19942.96615,21.5289,0,1008.389,13.479
2.136973739,-11722.57639,-1859.449066,8023.462467,18575.45002,20028.46976,18.3889,0,1018.9592,7.1647
2.142642768,-11694.31299,-1893.066056,8106.518861,18480.20336,20115.83283,15.6621,0,1029.5052,3.5333
2.148311797,-11664.43892,-1924.76223,8190.721334,18387.00032,20204.32009,13.3016,0,1040.0238,1.6166
2.153980825,-11633.00201,-1954.589064,8276.249672,18296.23593,20293.23576,11.2646,0,1050.5121,0.6862
2.159649854,-11600.04515,-1982.59558,8363.104554,18208.03021,20382.28837,9.5123,0,1060.967,0.2702
2.165318883,-11565.60834,-2008.829355,8451.18162,18122.34185,20471.42358,8.0097,0,1071.3854,0.0987
2.170987912,-11529.73153,-2033.337947,8540.375177,18039.12751,20560.59007,6.7253,0,1081.7642,0.0335
2.17665694,-11492.45469,-2056.168917,8630.579532,17958.34385,20649.73652,5.6307,0,1092.1003,0.0105
2.182325969,-11453.81777,-2077.369824,8721.688992,17879.94754,20738.81158,4.7008,0,1102.3905,0.0031
2.187994998,-11413.86074,-2096.988226,8813.597865,17803.89522,20827.76395,3.9132,0,1112.6317,0.0008
2.193664027,-11372.62356,-2115.071684,8906.200457,17730.14356,20916.54227,3.2484,0,1122.8208,0.0002
2.199333055,-11330.14618,-2131.667756,8999.391074,17658.64922,21005.09524,2.6888,0,1132.9545,0
2.205002084,-11286.4678,-2146.822684,9093.075175,17589.35443,21093.41422,2.2192,0,1143.0298,0
2.210671113,-11241.62322,-2160.575179,9187.221866,17522.11899,21181.73433,1.8264,0,1153.0434,0
2.216340142,-11195.64569,-2172.961286,9281.822809,17456.77351,21270.37706,1.4989,0,1162.9922,0
2.22200917,-11148.56844,-2184.017049,9376.86969,17393.14858,21359.66401,1.2266,0,1172.8729,0
2.227678199,-11100.42472,-2193.778508,9472.354199,17331.07477,21449.91677,1.0009,0,1182.6824,0
2.233347228,-11051.24777,-2202.281706,9568.26802,17270.38266,21541.45693,0.8144,0,1192.4176,0
2.239016257,-11001.07085,-2209.562684,9664.602844,17210.90284,21634.60609,0.6607,0,1202.0752,0
2.244685286,-10949.92718,-2215.657484,9761.350355,17152.46587,21729.68583,0.5345,0,1211.652,0
2.250354314,-10897.85002,-2220.602149,9858.502242,17094.90234,21827.01774,0.4312,0,1221.145,0
2.256023343,-10844.87194,-2224.431852,9956.045887,17038.09349,21926.80826,0.3469,0,1230.5509,0
2.261692372,-10791.02333,-2227.17889,10053.95439,16982.08854,22028.88188,0.2782,0,1239.8666,0
2.267361401,-10736.33413,-2228.87496,10152.19789,16926.97156,22132.98392,0.2225,0,1249.089,0
2.273030429,-10680.83426,-2229.551762,10250.74652,16872.82661,22238.85972,0.1775,0,1258.2149,0
2.278699458,-10624.55366,-2229.240995,10349.57044,16819.73773,22346.25461,0.1412,0,1267.2413,0
2.284368487,-10567.52226,-2227.974359,10448.63977,16767.78899,22454.91393,0.1119,0,1276.165,0
2.290037516,-10509.76999,-2225.783552,10547.92465,16717.06443,22564.583,0.0885,0,1284.9829,0
2.295706544,-10451.32678,-2222.700273,10647.39524,16667.64813,22675.00716,0.0698,0,1293.6921,0
2.301375573,-10392.22254,-2218.756215,10747.0217,16619.62382,22785.93241,0.0549,0,1302.2895,0
2.307044602,-10332.4827,-2213.982136,10846.77838,16573.03657,22897.19086,0.043,0,1310.772,0
2.312713631,-10272.12393,-2208.406948,10946.64797,16527.85469,23008.78533,0.0336,0,1319.1368,0
2.318382659,-10211.16183,-2202.059344,11046.61411,16484.03749,23120.73873,0.0262,0,1327.3808,0
2.324051688,-10149.612,-2194.968017,11146.66044,16441.54425,23233.07395,0.0204,0,1335.5011,0
2.329720717,-10087.49007,-2187.16166,11246.77061,16400.33428,23345.81392,0.0158,0,1343.4949,0
2.335389746,-10024.81163,-2178.668968,11346.92826,16360.36687,23458.98154,0.0122,0,1351.3592,0
2.341058774,-9961.592302,-2169.518633,11447.11704,16321.60132,23572.59971,0.0094,0,1359.0913,0
2.346727803,-9897.847691,-2159.739349,11547.32059,16283.99691,23686.69134,0.0072,0,1366.6883,0
2.352396832,-9833.593642,-2149.35968,11647.5226,16247.51343,23801.27794,0.0055,0,1374.1475,0
2.358065861,-9768.854012,-2138.403815,11747.70796,16212.12717,23916.3327,0.0042,0,1381.4663,0
2.36373489,-9703.662467,-2126.890583,11847.86305,16177.83461,24031.76978,0.0032,0,1388.6418,0
2.369403918,-9638.053265,-2114.838488,11947.97433,16144.63349,24147.49972,0.0025,0,1395.6715,0
2.375072947,-9572.060669,-2102.266035,12048.02828,16112.52152,24263.43306,0.0019,0,1402.5528,0
2.380741976,-9505.718941,-2089.191727,12148.01136,16081.49642,24379.48035,0.0014,0,1409.2832,0
2.386411005,-9439.06234,-2075.634068,12247.91003,16051.55592,24495.55212,0.0011,0,1415.8601,0
2.392080033,-9372.125128,-2061.611562,12347.71077,16022.69773,24611.55894,0.0008,0,1422.2811,0
2.397749062,-9304.941566,-2047.142713,12447.40004,15994.91959,24727.41132,0.0006,0,1428.5439,0
2.403418091,-9237.544968,-2032.246201,12546.96441,15968.21885,24843.01989,0.0004,0,1434.646,0
2.40908712,-9169.954623,-2016.943313,12646.39187,15942.58775,24958.29621,0.0003,0,1440.5852,0
2.414756148,-9102.17911,-2001.257323,12745.67149,15918.01454,25073.15254,0.0002,0,1446.3593,0
2.420425177,-9034.226738,-1985.211559,12844.79237,15894.48741,25187.5012,0.0002,0,1451.966,0
2.426094206,-8966.105814,-1968.829348,12943.74363,15871.99453,25301.25448,0.0001,0,1457.4033,0
2.431763235,-8897.824647,-1952.134016,13042.51436,15850.52407,25414.32468,0.0001,0,1462.669,0
2.437432263,-8829.391545,-1935.14889,13141.09367,15830.0642,25526.6241,0.0001,0,1467.7612,0
2.443101292,-8760.814815,-1917.897296,13239.47067,15810.60311,25638.06505,0.0001,0,1472.678,0
2.448770321,-8692.102765,-1900.40256,13337.63446,15792.12895,25748.55982,0,0,1477.4174,0
2.45443935,-8623.264514,-1882.687109,13435.57405,15774.62918,25857.95354,0,0,1481.9777,0
2.460108378,-8554.315492,-1864.766334,13533.27784,15758.08538,25965.56711,0,0,1486.3571,0
2.465777407,-8485.274099,-1846.652319,13630.73391,15742.47646,26070.47508,0,0,1490.5538,0
2.471446436,-8416.158752,-1828.357132,13727.93035,15727.78128,26171.75057,0,0,1494.5664,0
2.477115465,-8346.987867,-1809.892839,13824.85523,15713.97869,26268.46671,0,0,1498.3932,0
2.482784494,-8277.779862,-1791.271508,13921.49665,15701.04758,26359.69663,0,0,1502.0327,0
2.488453522,-8208.553151,-1772.505203,14017.84268,15688.9668,26444.51343,0,0,1505.4836,0
2.494122551,-8139.326153,-1753.605993,14113.88141,15677.71522,26521.99026,0,0,1508.7445,0
2.49979158,-8070.117283,-1734.585944,14209.60092,15667.27171,26591.20024,0,0,1511.8142,0
2.505460609,-8000.94385,-1715.456952,14304.98805,15657.61518,26651.54614,0,0,1514.6913,0
2.511129637,-7931.818211,-1696.230152,14400.02407,15648.72471,26703.90325,0,0,1517.3749,0
2.516798666,-7862.751342,-1676.916467,14494.68867,15640.57943,26749.55783,0,0,1519.8639,0
2.522467695,-7793.754217,-1657.52682,14588.96159,15633.15849,26789.79617,0,0,1522.1573,0
2.528136724,-7724.837814,-1638.072135,14682.82252,15626.44102,26825.90455,0,0,1524.2541,0
2.533805752,-7656.013107,-1618.563333,14776.25118,15620.40616,26859.16926,0,0,1526.1537,0
2.539474781,-7587.291071,-1599.011338,14869.22728,15615.03304,26890.87658,0,0,1527.8552,0
2.54514381,-7518.682683,-1579.427072,14961.73052,15610.30079,26922.31279,0,0,1529.358,0
2.550812839,-7450.198918,-1559.821459,15053.74063,15606.18857,26954.76339,0,0,1530.6614,0
2.556481867,-7381.851443,-1540.205233,15145.23531,15602.67415,26989.11089,0,0,1531.765,0
2.562150896,-7313.653725,-1520.588637,15236.18707,15599.73182,27025.18211,0,0,1532.6684,0
2.567819925,-7245.619524,-1500.981836,15326.5676,15597.33531,27062.63304,0,0,1533.3711,0
2.573488954,-7177.762599,-1481.394993,15416.34856,15595.45833,27101.11968,0,0,1533.8729,0
2.579157982,-7110.09671,-1461.838272,15505.50161,15594.0746,27140.29802,0,0,1534.1737,0
2.584827011,-7042.635617,-1442.321838,15593.99843,15593.15784,27179.82408,0,0,1534.2732,0
2.59049604,-6975.393079,-1422.855853,15681.81069,15592.68176,27219.35385,0,0,1534.1715,0
2.596165069,-6908.382857,-1403.450483,15768.91006,15592.62009,27258.54333,0,0,1533.8685,0
2.601834098,-6841.61861,-1384.115828,15855.26834,15592.94677,27297.05033,0,0,1533.3645,0
2.607503126,-6775.107533,-1364.858019,15940.8663,15593.65064,27334.64965,0,0,1532.6596,0
2.613172155,-6708.846538,-1345.676862,16025.69892,15594.74423,27371.30224,0,0,1531.754,0
2.618841184,-6642.831622,-1326.5716,16109.76247,15596.24215,27406.98562,0,0,1530.6482,0
2.624510213,-6577.058778,-1307.541476,16193.0532,15598.15905,27441.67731,0,0,1529.3426,0
2.630179241,-6511.524002,-1288.585734,16275.56738,15600.50955,27475.35484,0,0,1527.8377,0
2.63584827,-6446.223289,-1269.703617,16357.30126,15603.30829,27507.99574,0,0,1526.134,0
2.641517299,-6381.152635,-1250.894369,16438.25111,15606.5699,27539.57754,0,0,1524.2323,0
2.647186328,-6316.308034,-1232.157232,16518.41319,15610.30901,27570.07777,0,0,1522.1332,0
2.652855356,-6251.686359,-1213.491985,16597.78404,15614.53786,27599.47528,0,0,1519.8377,0
2.658524385,-6187.304315,-1194.910491,16676.36664,15619.21462,27627.77927,0,0,1517.3466,0
2.664193414,-6123.198247,-1176.436587,16754.17035,15624.2439,27655.02892,0,0,1514.6609,0
2.669862443,-6059.405341,-1158.09462,16831.20481,15629.52802,27681.26473,0,0,1511.7816,0
2.675531471,-5995.962783,-1139.908937,16907.47963,15634.96929,27706.52717,0,0,1508.7099,0
2.6812005,-5932.907759,-1121.903885,16983.00446,15640.47005,27730.85672,0,0,1505.4469,0
2.686869529,-5870.277455,-1104.103811,17057.78893,15645.9326,27754.29386,0,0,1501.9939,0
2.692538558,-5808.109057,-1086.533062,17131.84266,15651.25928,27776.87909,0,0,1498.3523,0
2.698207586,-5746.439749,-1069.215985,17205.17528,15656.3524,27798.65287,0,0,1494.5235,0
2.703876615,-5685.300027,-1052.171594,17277.79427,15661.13353,27819.65933,0,0,1490.5089,0
2.709545644,-5624.647241,-1035.360599,17349.68359,15665.73453,27839.98234,0,0,1486.3101,0
2.715214673,-5564.393671,-1018.707785,17420.81269,15670.41684,27859.73028,0,0,1481.9288,0
2.720883702,-5504.450937,-1002.137411,17491.15082,15675.44382,27879.01188,0,0,1477.3666,0
2.72655273,-5444.730658,-985.5737334,17560.66722,15681.07881,27897.93588,0,0,1472.6252,0
2.732221759,-5385.144453,-968.9410116,17629.33112,15687.58517,27916.611,0,0,1467.7065,0
2.737890788,-5325.60394,-952.163503,17697.11179,15695.22624,27935.14599,0,0,1462.6123,0
2.743559817,-5266.02074,-935.1654658,17763.97845,15704.26539,27953.64958,0,0,1457.3447,0
2.749228845,-5206.306471,-917.8711577,17829.90036,15714.96595,27972.2305,0,0,1451.9056,0
2.754897874,-5146.397633,-900.227001,17894.85399,15727.53804,27990.983,0,0,1446.297,0
2.760566903,-5086.38105,-882.3133326,17958.85945,15741.87015,28009.91379,0,0,1440.5211,0
2.766235932,-5026.399719,-864.260531,18021.9532,15757.73056,28028.99689,0,0,1434.5801,0
2.77190496,-4966.596737,-846.1990609,18084.17169,15774.88737,28048.20623,0,0,1428.4762,0
2.777573989,-4907.115198,-828.2593872,18145.5514,15793.10866,28067.51578,0,0,1422.2117,0
2.783243018,-4848.098197,-810.5719747,18206.12879,15812.16251,28086.89948,0,0,1415.789,0
2.788912047,-4789.688829,-793.2672883,18265.94034,15831.81702,28106.33129,0,0,1409.2104,0
2.794581075,-4732.030189,-776.4757927,18325.02251,15851.84025,28125.78515,0,0,1402.4783,0
2.800250104,-4675.26537,-760.3279498,18383.41177,15872.00032,28145.23502,0,0,1395.5954,0
2.805919133,-4619.494631,-744.9142088,18441.13581,15892.12075,28164.65992,0,0,1388.5641,0
2.811588162,-4564.66811,-730.1847698,18498.19157,15912.21946,28184.05666,0,0,1381.387,0
2.81725719,-4510.703067,-716.0591221,18554.56923,15932.35694,28203.42594,0,0,1374.0667,0
2.822926219,-4457.516765,-702.4567551,18610.25901,15952.59365,28222.76846,0,0,1366.6059,0
2.828595248,-4405.026466,-689.2971579,18665.2511,15972.99008,28242.08494,0,0,1359.0074,0
2.834264277,-4353.14943,-676.4998199,18719.5357,15993.60669,28261.37606,0,0,1351.2739,0
2.839933306,-4301.802921,-663.9842303,18773.103,16014.50398,28280.64253,0,0,1343.4081,0
2.845602334,-4250.904199,-651.6698784,18825.9432,16035.74241,28299.88506,0,0,1335.413,0
2.851271363,-4200.370725,-639.4764441,18878.04654,16057.3823,28319.10433,0,0,1327.2913,0
2.856940392,-4150.151404,-627.3538668,18929.40882,16079.45906,28338.30003,0,0,1319.0459,0
2.862609421,-4100.26071,-615.3151808,18980.03747,16101.95613,28357.46965,0,0,1310.6799,0
2.868278449,-4050.721316,-603.3813126,19029.94137,16124.85045,28376.61043,0,0,1302.196,0
2.873947478,-4001.555899,-591.5731885,19079.1294,16148.11897,28395.71964,0,0,1293.5974,0
2.879616507,-3952.787132,-579.9117348,19127.61044,16171.73863,28414.7945,0,0,1284.887,0
2.885285536,-3904.437689,-568.417878,19175.39337,16195.68637,28433.83225,0,0,1276.0679,0
2.890954564,-3856.530247,-557.1125444,19222.48707,16219.93914,28452.83016,0,0,1267.1431,0
2.896623593,-3809.087478,-546.0166604,19268.90043,16244.47388,28471.78544,0,0,1258.1156,0
2.902292622,-3762.131753,-535.1508272,19314.64224,16269.26776,28490.69528,0,0,1248.9886,0
2.907961651,-3715.673862,-524.5233244,19359.71875,16294.30637,28509.55385,0,0,1239.7652,0
2.913630679,-3669.709733,-514.1266111,19404.13288,16319.58616,28528.35148,0,0,1230.4485,0
2.919299708,-3624.234313,-503.9521069,19447.88732,16345.10425,28547.07825,0,0,1221.0416,0
2.924968737,-3579.242553,-493.9912317,19490.98479,16370.85779,28565.72425,0,0,1211.5477,0
